level_0,level_1,Non-satisfaction,Satisfaction,Statistics
문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,0.2,121 (28.14%),309 (71.86%),
문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,0.4000000000000001,287 (33.26%),576 (66.74%),
문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,0.6000000000000001,877 (37.70%),1449 (62.30%),
문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,0.8,394 (20.03%),1573 (79.97%),
문A3-5) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__일하는데 필요한 기능 습득 등,1.0000000000000002,761 (32.82%),1558 (67.18%),
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (3)직업능력향상교육,0.0,5072 (52.47%),4594 (47.53%),"$\chi^2$=189.85, $p$=0.00"
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (3)직업능력향상교육,1.0,591 (34.40%),1127 (65.60%),
DQ3. 귀하께서는 함께 동거하는 가족이 있습니까?,0.0,834 (68.08%),391 (31.92%),"$\chi^2$=183.80, $p$=0.00"
DQ3. 귀하께서는 함께 동거하는 가족이 있습니까?,1.0,4829 (47.53%),5330 (52.47%),
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.0,2012 (40.94%),2902 (59.06%),"$\chi^2$=177.08, $p$=0.00"
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.0625,11 (19.64%),45 (80.36%),
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.125,7 (28.00%),18 (72.00%),
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.1875,50 (29.59%),119 (70.41%),
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.25,24 (33.33%),48 (66.67%),
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.3125,740 (40.37%),1093 (59.63%),
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.375,38 (36.54%),66 (63.46%),
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.4375,25 (64.10%),14 (35.90%),
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.5,556 (49.16%),575 (50.84%),
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.6875,3 (10.34%),26 (89.66%),
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.75,3 (10.34%),26 (89.66%),
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.8125,35 (23.03%),117 (76.97%),
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.875,20 (57.14%),15 (42.86%),
문A2-1) 프로그램 유형__(3)직업능력향상교육_1,0.9375,731 (52.82%),653 (47.18%),
경활상태,0.0,1032 (50.22%),1023 (49.78%),"$\chi^2$=166.48, $p$=0.00"
경활상태,0.5,597 (70.82%),246 (29.18%),
경활상태,1.0,4034 (47.54%),4452 (52.46%),
만 연령,0.0,285 (59.13%),197 (40.87%),"$\chi^2$=156.48, $p$=0.00"
만 연령,0.018518518518518545,208 (58.59%),147 (41.41%),
만 연령,0.03703703703703709,167 (54.58%),139 (45.42%),
만 연령,0.05555555555555558,164 (53.25%),144 (46.75%),
만 연령,0.07407407407407407,144 (54.96%),118 (45.04%),
만 연령,0.09259259259259267,94 (42.92%),125 (57.08%),
만 연령,0.11111111111111116,88 (46.07%),103 (53.93%),
만 연령,0.12962962962962965,86 (39.63%),131 (60.37%),
만 연령,0.14814814814814814,99 (44.59%),123 (55.41%),
만 연령,0.16666666666666663,125 (54.35%),105 (45.65%),
만 연령,0.18518518518518523,230 (60.53%),150 (39.47%),
만 연령,0.20370370370370372,171 (53.27%),150 (46.73%),
만 연령,0.2222222222222222,119 (47.41%),132 (52.59%),
만 연령,0.2407407407407408,105 (44.30%),132 (55.70%),
만 연령,0.2592592592592593,100 (43.86%),128 (56.14%),
만 연령,0.2777777777777778,104 (46.64%),119 (53.36%),
만 연령,0.2962962962962963,122 (51.26%),116 (48.74%),
만 연령,0.31481481481481477,148 (53.43%),129 (46.57%),
만 연령,0.33333333333333337,98 (45.58%),117 (54.42%),
만 연령,0.35185185185185186,119 (47.98%),129 (52.02%),
만 연령,0.37037037037037035,125 (51.65%),117 (48.35%),
만 연령,0.38888888888888895,114 (47.90%),124 (52.10%),
만 연령,0.40740740740740744,86 (45.26%),104 (54.74%),
만 연령,0.42592592592592593,114 (48.93%),119 (51.07%),
만 연령,0.4444444444444444,95 (46.12%),111 (53.88%),
만 연령,0.4629629629629629,87 (37.34%),146 (62.66%),
만 연령,0.4814814814814815,117 (41.49%),165 (58.51%),
만 연령,0.5,163 (49.70%),165 (50.30%),
만 연령,0.5185185185185185,138 (46.15%),161 (53.85%),
만 연령,0.5370370370370371,139 (47.44%),154 (52.56%),
만 연령,0.5555555555555555,148 (50.86%),143 (49.14%),
만 연령,0.5740740740740741,121 (51.05%),116 (48.95%),
만 연령,0.5925925925925927,110 (44.53%),137 (55.47%),
만 연령,0.611111111111111,105 (54.40%),88 (45.60%),
만 연령,0.6296296296296297,90 (43.27%),118 (56.73%),
만 연령,0.6481481481481483,89 (44.50%),111 (55.50%),
만 연령,0.6666666666666666,102 (48.57%),108 (51.43%),
만 연령,0.6851851851851852,95 (51.91%),88 (48.09%),
만 연령,0.7037037037037036,88 (49.44%),90 (50.56%),
만 연령,0.7222222222222222,80 (52.98%),71 (47.02%),
만 연령,0.7407407407407408,63 (41.72%),88 (58.28%),
만 연령,0.7592592592592592,90 (55.90%),71 (44.10%),
만 연령,0.7777777777777778,90 (60.00%),60 (40.00%),
만 연령,0.7962962962962962,78 (57.78%),57 (42.22%),
만 연령,0.8148148148148148,51 (46.36%),59 (53.64%),
만 연령,0.8333333333333334,44 (49.44%),45 (50.56%),
만 연령,0.8518518518518517,54 (47.79%),59 (52.21%),
만 연령,0.8703703703703703,61 (61.62%),38 (38.38%),
만 연령,0.888888888888889,34 (47.89%),37 (52.11%),
만 연령,0.9074074074074073,30 (49.18%),31 (50.82%),
만 연령,0.9259259259259259,37 (56.06%),29 (43.94%),
만 연령,0.9444444444444445,15 (40.54%),22 (59.46%),
만 연령,0.9629629629629629,13 (33.33%),26 (66.67%),
만 연령,0.9814814814814815,17 (51.52%),16 (48.48%),
만 연령,0.9999999999999999,4 (23.53%),13 (76.47%),
DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,0.0,2028 (54.34%),1704 (45.66%),"$\chi^2$=152.85, $p$=0.00"
DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,0.2,613 (52.21%),561 (47.79%),
DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,0.4000000000000001,403 (44.58%),501 (55.42%),
DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,0.6000000000000001,302 (53.64%),261 (46.36%),
DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,0.8,445 (61.72%),276 (38.28%),
DQ2. 귀하께서는 자녀가 있으십니까? 있다면^ 귀하의 막내자녀는 현재 어떤 상태입니까?,1.0000000000000002,1872 (43.64%),2418 (56.36%),
DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_2.0,0.0,4903 (52.40%),4454 (47.60%),"$\chi^2$=147.47, $p$=0.00"
DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_2.0,1.0,760 (37.49%),1267 (62.51%),
취약계층,0.0,2462 (46.79%),2800 (53.21%),"$\chi^2$=142.75, $p$=0.00"
취약계층,0.5,1535 (34.89%),2864 (65.11%),
취약계층,1.0,27 (32.14%),57 (67.86%),
DQ7. 귀하의 주된 소득원천은 무엇입니까?_4,0.0,5639 (50.48%),5532 (49.52%),"$\chi^2$=126.99, $p$=0.00"
DQ7. 귀하의 주된 소득원천은 무엇입니까?_4,1.0,24 (11.27%),189 (88.73%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.0,2012 (40.94%),2902 (59.06%),"$\chi^2$=125.83, $p$=0.00"
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.0625,1 (12.50%),7 (87.50%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.125,7 (23.33%),23 (76.67%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.1875,65 (32.50%),135 (67.50%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.25,19 (16.24%),98 (83.76%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.3125,7 (20.59%),27 (79.41%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.4375,1088 (43.80%),1396 (56.20%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.5,546 (44.00%),695 (56.00%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.5625,26 (39.39%),40 (60.61%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.625,1 (8.33%),11 (91.67%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.6875,1 (9.09%),10 (90.91%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.75,164 (50.62%),160 (49.38%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.8125,14 (17.28%),67 (82.72%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,0.875,33 (23.57%),107 (76.43%),
문A2-3) 기관 유형__(3)직업능력향상교육_1,1.0,1 (7.14%),13 (92.86%),
DQ7. 귀하의 주된 소득원천은 무엇입니까?_1,0.0,1930 (57.66%),1417 (42.34%),"$\chi^2$=118.46, $p$=0.00"
DQ7. 귀하의 주된 소득원천은 무엇입니까?_1,1.0,3733 (46.45%),4304 (53.55%),
문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,0.0,93 (22.68%),317 (77.32%),"$\chi^2$=112.69, $p$=0.00"
문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,0.2,133 (23.79%),426 (76.21%),
문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,0.4000000000000001,481 (36.41%),840 (63.59%),
문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,0.6000000000000001,642 (32.64%),1325 (67.36%),
문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,0.8,271 (20.27%),1066 (79.73%),
문A3-4) 귀하께서 작년에 참여한 학습경험이 전반적으로 다음 각 항목과 관련하여 귀하에게 어느 정도 도움이 되었다고 생각하십니까?__취업^ 이직^ 창업에 도움,1.0000000000000002,718 (29.13%),1747 (70.87%),
문A2-2) 프로그램 형태__(3)직업능력향상교육_1,0.0,2012 (40.94%),2902 (59.06%),"$\chi^2$=106.63, $p$=0.00"
문A2-2) 프로그램 형태__(3)직업능력향상교육_1,0.16666666666666666,566 (37.63%),938 (62.37%),
문A2-2) 프로그램 형태__(3)직업능력향상교육_1,0.3333333333333333,747 (41.43%),1056 (58.57%),
문A2-2) 프로그램 형태__(3)직업능력향상교육_1,0.5,390 (39.51%),597 (60.49%),
문A2-2) 프로그램 형태__(3)직업능력향상교육_1,0.6666666666666666,15 (7.65%),181 (92.35%),
문A2-2) 프로그램 형태__(3)직업능력향상교육_1,1.0,7 (13.73%),44 (86.27%),
문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_1,0.0,2012 (40.94%),2902 (59.06%),"$\chi^2$=105.71, $p$=0.00"
문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_1,0.5,1153 (40.47%),1696 (59.53%),
문A2-8) 학습비 외부 지원여부__(3)직업능력향상교육_1,1.0,1252 (52.72%),1123 (47.28%),
DQ7. 귀하의 주된 소득원천은 무엇입니까?_3,0.0,4899 (51.86%),4548 (48.14%),"$\chi^2$=98.61, $p$=0.00"
DQ7. 귀하의 주된 소득원천은 무엇입니까?_3,1.0,764 (39.44%),1173 (60.56%),
연령별(1),0.0,1483 (56.28%),1152 (43.72%),"$\chi^2$=82.42, $p$=0.00"
연령별(1),0.2,1299 (49.79%),1310 (50.21%),
연령별(1),0.4000000000000001,1235 (47.96%),1340 (52.04%),
연령별(1),0.6000000000000001,953 (45.69%),1133 (54.31%),
연령별(1),0.8,667 (48.19%),717 (51.81%),
연령별(1),1.0000000000000002,26 (27.37%),69 (72.63%),
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (1)학위취득을위한교육,0.0,5650 (50.18%),5610 (49.82%),"$\chi^2$=75.72, $p$=0.00"
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (1)학위취득을위한교육,1.0,13 (10.48%),111 (89.52%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_7.0,0.0,5543 (50.54%),5424 (49.46%),"$\chi^2$=75.26, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_7.0,1.0,120 (28.78%),297 (71.22%),
DQ9-2. 귀하의 현재 근로시간형태는 어떻게 되십니까?,0.0,1932 (43.24%),2536 (56.76%),"$\chi^2$=68.84, $p$=0.00"
근로시간형태,0.0,1932 (43.24%),2536 (56.76%),"$\chi^2$=68.84, $p$=0.00"
DQ9-2. 귀하의 현재 근로시간형태는 어떻게 되십니까?,0.5,2009 (40.49%),2953 (59.51%),
근로시간형태,0.5,2009 (40.49%),2953 (59.51%),
DQ9-2. 귀하의 현재 근로시간형태는 어떻게 되십니까?,1.0,53 (18.60%),232 (81.40%),
근로시간형태,1.0,53 (18.60%),232 (81.40%),
형식교육 참여자,0.0,5642 (50.17%),5604 (49.83%),"$\chi^2$=65.23, $p$=0.00"
형식교육 참여자,1.0,21 (15.22%),117 (84.78%),
DQ8. 귀하께서는 현재 수입을 목적으로 일하고 계십니까?,0.0,1629 (56.21%),1269 (43.79%),"$\chi^2$=64.67, $p$=0.00"
취업구분,0.0,1629 (56.21%),1269 (43.79%),"$\chi^2$=64.67, $p$=0.00"
DQ8. 귀하께서는 현재 수입을 목적으로 일하고 계십니까?,1.0,4034 (47.54%),4452 (52.46%),
취업구분,1.0,4034 (47.54%),4452 (52.46%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_1.0,0.0,5645 (50.13%),5615 (49.87%),"$\chi^2$=60.82, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_1.0,1.0,18 (14.52%),106 (85.48%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_8.0,0.0,5602 (50.28%),5539 (49.72%),"$\chi^2$=59.31, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_8.0,1.0,61 (25.10%),182 (74.90%),
DQ6. 귀하께서는 건강에 자신 있습니까?_3,0.0,5490 (50.45%),5391 (49.55%),"$\chi^2$=48.97, $p$=0.00"
DQ6. 귀하께서는 건강에 자신 있습니까?_3,1.0,173 (34.39%),330 (65.61%),
DQ3. 몇 명과 함께 지내고 있습니까?__명,0.0,98 (20.04%),391 (79.96%),"$\chi^2$=40.68, $p$=0.00"
DQ3. 몇 명과 함께 지내고 있습니까?__명,0.14285714285714285,622 (26.63%),1714 (73.37%),
DQ3. 몇 명과 함께 지내고 있습니까?__명,0.2857142857142857,488 (25.22%),1447 (74.78%),
DQ3. 몇 명과 함께 지내고 있습니까?__명,0.42857142857142855,676 (28.89%),1664 (71.11%),
DQ3. 몇 명과 함께 지내고 있습니까?__명,0.5714285714285714,160 (27.78%),416 (72.22%),
DQ3. 몇 명과 함께 지내고 있습니까?__명,0.7142857142857142,3 (3.80%),76 (96.20%),
DQ3. 몇 명과 함께 지내고 있습니까?__명,0.8571428571428571,5 (31.25%),11 (68.75%),
DQ3. 몇 명과 함께 지내고 있습니까?__명,1.0,1 (33.33%),2 (66.67%),
DQ9-1. 귀하의 현재 종사상 지위는 어떻게 되십니까?,0.0,1932 (43.24%),2536 (56.76%),"$\chi^2$=40.49, $p$=0.00"
DQ9-1. 귀하의 현재 종사상 지위는 어떻게 되십니까?,0.5,1877 (39.90%),2827 (60.10%),
DQ9-1. 귀하의 현재 종사상 지위는 어떻게 되십니까?,1.0,148 (29.25%),358 (70.75%),
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_3.0,0.0,4513 (51.17%),4307 (48.83%),"$\chi^2$=31.45, $p$=0.00"
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_3.0,1.0,1150 (44.85%),1414 (55.15%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_0.0,0.0,4637 (51.02%),4452 (48.98%),"$\chi^2$=28.95, $p$=0.00"
DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_0.0,0.0,4637 (51.02%),4452 (48.98%),"$\chi^2$=28.95, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_0.0,1.0,1026 (44.71%),1269 (55.29%),
DQ9. 귀하의 현재 고용형태는 어떻게 되십니까?_0.0,1.0,1026 (44.71%),1269 (55.29%),
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_1.0,0.0,5643 (49.96%),5651 (50.04%),"$\chi^2$=26.39, $p$=0.00"
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_1.0,1.0,20 (22.22%),70 (77.78%),
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (5)문화예술스포츠교육,0.0,5662 (49.88%),5690 (50.12%),"$\chi^2$=26.06, $p$=0.00"
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (5)문화예술스포츠교육,1.0,1 (3.12%),31 (96.88%),
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_2.0,0.0,5646 (49.92%),5665 (50.08%),"$\chi^2$=19.52, $p$=0.00"
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_2.0,1.0,17 (23.29%),56 (76.71%),
DQ7. 귀하의 주된 소득원천은 무엇입니까?_2,0.0,5660 (49.86%),5692 (50.14%),"$\chi^2$=19.33, $p$=0.00"
DQ7. 귀하의 주된 소득원천은 무엇입니까?_2,1.0,3 (9.38%),29 (90.62%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_6.0,0.0,5535 (50.08%),5517 (49.92%),"$\chi^2$=16.67, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_6.0,1.0,128 (38.55%),204 (61.45%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_9.0,0.0,5580 (49.95%),5592 (50.05%),"$\chi^2$=9.27, $p$=0.00"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_9.0,1.0,83 (39.15%),129 (60.85%),
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_4.0,0.0,5662 (49.79%),5710 (50.21%),"$\chi^2$=6.67, $p$=0.01"
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_4.0,1.0,1 (8.33%),11 (91.67%),
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (2)성인기초및문해교육,0.0,5662 (49.78%),5712 (50.22%),"$\chi^2$=4.83, $p$=0.03"
문C1) 앞으로 참여하길 희망하는 프로그램은 무엇입니까? (2)성인기초및문해교육,1.0,1 (10.00%),9 (90.00%),
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_0.0,0.0,5659 (49.78%),5708 (50.22%),"$\chi^2$=3.69, $p$=0.05"
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_0.0,1.0,4 (23.53%),13 (76.47%),
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_9.0,0.0,5657 (49.78%),5708 (50.22%),"$\chi^2$=1.84, $p$=0.18"
DQ1. 귀하의 최종 학력은 어떻게 되십니까?__상태구분_9.0,1.0,6 (31.58%),13 (68.42%),
DQ7. 귀하의 주된 소득원천은 무엇입니까?_5,0.0,5630 (49.71%),5696 (50.29%),"$\chi^2$=0.92, $p$=0.34"
DQ7. 귀하의 주된 소득원천은 무엇입니까?_5,1.0,33 (56.90%),25 (43.10%),
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_10.0,0.0,5662 (49.75%),5718 (50.25%),"$\chi^2$=0.24, $p$=0.62"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_10.0,1.0,1 (25.00%),3 (75.00%),
DQ6. 귀하께서는 건강에 자신 있습니까?_4,0.0,5636 (49.76%),5691 (50.24%),"$\chi^2$=0.05, $p$=0.82"
DQ6. 귀하께서는 건강에 자신 있습니까?_4,1.0,27 (47.37%),30 (52.63%),
문A1-2) 참여한 프로그램 수는 몇개입니까? (2) 성인기초 및 문자해득교육(문해교육),0.0,1664 (42.07%),2291 (57.93%),"$\chi^2$=0.04, $p$=0.85"
문A1-2) 참여한 프로그램 수는 몇개입니까? (2) 성인기초 및 문자해득교육(문해교육),0.5,2501 (42.29%),3413 (57.71%),
DQ7. 귀하의 주된 소득원천은 무엇입니까?_6,0.0,5663 (49.75%),5720 (50.25%),"$T$=-0.99, $p$=0.32"
DQ10. 귀하는 현재 어떤 직업에 종사하고 계십니까?_11.0,0.0,5663 (49.76%),5718 (50.24%),"$T$=-1.72, $p$=0.08"
